Strategy,Expected Terminal Wealth,Median Terminal Wealth,5th Percentile Terminal Wealth,95th Percentile Terminal Wealth,Minimum Terminal Wealth,Maximum Terminal Wealth,Probability of Loss,Probability of Profit,Probability of Loss > 10%,Expected Maximum Drawdown,Median Maximum Drawdown,5th Percentile Maximum Drawdown,95th Percentile Maximum Drawdown
Risk-Aware Regime Switching,98.93739006094312,96.27862225857102,65.36913295854976,141.5909838013888,36.55671427141028,234.6741693805734,0.5646,0.4354,0.3899,-0.2472178324109619,-0.2335790168880823,-0.41447488015694633,-0.1222546430843122
