Strategy,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Maximum Drawdown,VaR (95%)
Regime Switching,-0.017612397224840315,-0.034378544982089365,0.23494918637567666,-0.42297888541391276,-0.20986019184384708,-0.02704035006582811
