Strategy,Simulation,Maximum Drawdown
Risk-Aware Regime Switching,1363,-0.32388952341761934
Risk-Aware Regime Switching,1364,-0.27353420704567644
Risk-Aware Regime Switching,1365,-0.2814065690439138
Risk-Aware Regime Switching,1366,-0.18795518160880365
Risk-Aware Regime Switching,1367,-0.26023221164702304
Risk-Aware Regime Switching,1368,-0.15857783259183322
Risk-Aware Regime Switching,1369,-0.2143577270784155
Risk-Aware Regime Switching,1370,-0.28349403049547983
Risk-Aware Regime Switching,1371,-0.3296243109850341
Risk-Aware Regime Switching,1372,-0.42764141702998326
Risk-Aware Regime Switching,1373,-0.21499562321586763
Risk-Aware Regime Switching,1374,-0.1434761935678951
Risk-Aware Regime Switching,1375,-0.2457556732533661
Risk-Aware Regime Switching,1376,-0.14705665532931733
Risk-Aware Regime Switching,1377,-0.22338684155267607
Risk-Aware Regime Switching,1378,-0.20341271621882728
Risk-Aware Regime Switching,1379,-0.1975209284715096
Risk-Aware Regime Switching,1380,-0.28518202959369
Risk-Aware Regime Switching,1381,-0.3531376319656283
Risk-Aware Regime Switching,1382,-0.25155589005643075
Risk-Aware Regime Switching,1383,-0.15828724926323434
Risk-Aware Regime Switching,1384,-0.19578737851013484
Risk-Aware Regime Switching,1385,-0.33418409282815853
Risk-Aware Regime Switching,1386,-0.3355546629237488
Risk-Aware Regime Switching,1387,-0.326412994654692
Risk-Aware Regime Switching,1388,-0.18170496219707033
Risk-Aware Regime Switching,1389,-0.25469864674919473
Risk-Aware Regime Switching,1390,-0.22835620870201834
Risk-Aware Regime Switching,1391,-0.22459684684010828
Risk-Aware Regime Switching,1392,-0.3342344313100861
Risk-Aware Regime Switching,1393,-0.26494397046990914
Risk-Aware Regime Switching,1394,-0.4259811544089013
Risk-Aware Regime Switching,1395,-0.24477935699126374
Risk-Aware Regime Switching,1396,-0.12292609377584429
Risk-Aware Regime Switching,1397,-0.14218099946807883
Risk-Aware Regime Switching,1398,-0.4091454081027862
Risk-Aware Regime Switching,1399,-0.20364760423580663
Risk-Aware Regime Switching,1400,-0.2271684177295492
Risk-Aware Regime Switching,1401,-0.12524080371792268
Risk-Aware Regime Switching,1402,-0.2113571330193783
Risk-Aware Regime Switching,1403,-0.3494756045444093
Risk-Aware Regime Switching,1404,-0.2664840435078716
Risk-Aware Regime Switching,1405,-0.28530844996515503
Risk-Aware Regime Switching,1406,-0.22642564352965244
Risk-Aware Regime Switching,1407,-0.24912651563377652
Risk-Aware Regime Switching,1408,-0.2774419898211461
Risk-Aware Regime Switching,1409,-0.25914420736234667
Risk-Aware Regime Switching,1410,-0.42243590825088184
Risk-Aware Regime Switching,1411,-0.2585231074211993
Risk-Aware Regime Switching,1412,-0.3030743829661102
Risk-Aware Regime Switching,1413,-0.14216239806487718
Risk-Aware Regime Switching,1414,-0.3278277181563164
Risk-Aware Regime Switching,1415,-0.15849868290687263
Risk-Aware Regime Switching,1416,-0.12656950875489004
Risk-Aware Regime Switching,1417,-0.41046778357314495
Risk-Aware Regime Switching,1418,-0.22974819691731452
Risk-Aware Regime Switching,1419,-0.27468975605402723
Risk-Aware Regime Switching,1420,-0.24713759253400847
Risk-Aware Regime Switching,1421,-0.14575315929101607
Risk-Aware Regime Switching,1422,-0.3795378976102064
Risk-Aware Regime Switching,1423,-0.46448569167766973
Risk-Aware Regime Switching,1424,-0.2290479217389645
Risk-Aware Regime Switching,1425,-0.22617843183845454
Risk-Aware Regime Switching,1426,-0.15247426291112298
Risk-Aware Regime Switching,1427,-0.38885250056355314
Risk-Aware Regime Switching,1428,-0.20977099778758312
Risk-Aware Regime Switching,1429,-0.2044423099145386
Risk-Aware Regime Switching,1430,-0.4555488712117739
Risk-Aware Regime Switching,1431,-0.3663861209343594
Risk-Aware Regime Switching,1432,-0.2901013750122421
Risk-Aware Regime Switching,1433,-0.11505726063760191
Risk-Aware Regime Switching,1434,-0.22792026561277012
Risk-Aware Regime Switching,1435,-0.13365497073988675
Risk-Aware Regime Switching,1436,-0.1341238900606535
Risk-Aware Regime Switching,1437,-0.2164628992779586
Risk-Aware Regime Switching,1438,-0.26078676042963644
Risk-Aware Regime Switching,1439,-0.16923735752964886
Risk-Aware Regime Switching,1440,-0.41526500033869307
Risk-Aware Regime Switching,1441,-0.12968017488250783
Risk-Aware Regime Switching,1442,-0.1859720971674056
Risk-Aware Regime Switching,1443,-0.5153235301101196
Risk-Aware Regime Switching,1444,-0.2759706130461467
Risk-Aware Regime Switching,1445,-0.10664680438109497
Risk-Aware Regime Switching,1446,-0.2691801888720772
Risk-Aware Regime Switching,1447,-0.16098532304517055
Risk-Aware Regime Switching,1448,-0.3217701395411704
Risk-Aware Regime Switching,1449,-0.23032393992210587
Risk-Aware Regime Switching,1450,-0.4165661343050866
Risk-Aware Regime Switching,1451,-0.28676403252560745
Risk-Aware Regime Switching,1452,-0.22973193406368564
Risk-Aware Regime Switching,1453,-0.2599853641018366
Risk-Aware Regime Switching,1454,-0.157771951958673
Risk-Aware Regime Switching,1455,-0.38128282521631773
Risk-Aware Regime Switching,1456,-0.21340155358070234
Risk-Aware Regime Switching,1457,-0.19990300134551486
Risk-Aware Regime Switching,1458,-0.34363225007660614
Risk-Aware Regime Switching,1459,-0.16996565103923167
Risk-Aware Regime Switching,1460,-0.3351678153049725
Risk-Aware Regime Switching,1461,-0.29089002361582494
Risk-Aware Regime Switching,1462,-0.14956259327631183
Risk-Aware Regime Switching,1463,-0.31364407489999024
Risk-Aware Regime Switching,1464,-0.25871252459372396
Risk-Aware Regime Switching,1465,-0.20961860985831193
Risk-Aware Regime Switching,1466,-0.1496625280388827
Risk-Aware Regime Switching,1467,-0.24998937783808095
Risk-Aware Regime Switching,1468,-0.3505515854821052
Risk-Aware Regime Switching,1469,-0.36154046571102305
Risk-Aware Regime Switching,1470,-0.23288033422613363
Risk-Aware Regime Switching,1471,-0.10543285805682512
Risk-Aware Regime Switching,1472,-0.1937774657551824
Risk-Aware Regime Switching,1473,-0.3755395236219954
Risk-Aware Regime Switching,1474,-0.1486297377321677
Risk-Aware Regime Switching,1475,-0.21629525216900325
Risk-Aware Regime Switching,1476,-0.3828940548344544
Risk-Aware Regime Switching,1477,-0.14345295506311306
Risk-Aware Regime Switching,1478,-0.2708029075100782
Risk-Aware Regime Switching,1479,-0.35794584299738796
Risk-Aware Regime Switching,1480,-0.2541931847022717
Risk-Aware Regime Switching,1481,-0.21433650612052668
Risk-Aware Regime Switching,1482,-0.10834300031730226
Risk-Aware Regime Switching,1483,-0.24785385107494518
Risk-Aware Regime Switching,1484,-0.17592584807397704
Risk-Aware Regime Switching,1485,-0.18641040088932626
Risk-Aware Regime Switching,1486,-0.3477643368830504
Risk-Aware Regime Switching,1487,-0.32912696497020255
Risk-Aware Regime Switching,1488,-0.21489598770840745
Risk-Aware Regime Switching,1489,-0.28869298605472515
Risk-Aware Regime Switching,1490,-0.3816958859302826
Risk-Aware Regime Switching,1491,-0.1881345694043972
Risk-Aware Regime Switching,1492,-0.21330211863321735
Risk-Aware Regime Switching,1493,-0.20265829170074912
Risk-Aware Regime Switching,1494,-0.2322261116761004
Risk-Aware Regime Switching,1495,-0.21429103787350767
Risk-Aware Regime Switching,1496,-0.4026261511081607
Risk-Aware Regime Switching,1497,-0.19429695484665999
Risk-Aware Regime Switching,1498,-0.41676147933833596
Risk-Aware Regime Switching,1499,-0.2904177153090126
Risk-Aware Regime Switching,1500,-0.18421452883776468
Risk-Aware Regime Switching,1501,-0.2535664819348965
Risk-Aware Regime Switching,1502,-0.2952378926396756
Risk-Aware Regime Switching,1503,-0.2208424844063872
Risk-Aware Regime Switching,1504,-0.16331384096725632
Risk-Aware Regime Switching,1505,-0.2994410843366271
Risk-Aware Regime Switching,1506,-0.26414076953281707
Risk-Aware Regime Switching,1507,-0.26242999308794956
Risk-Aware Regime Switching,1508,-0.28538619495986284
Risk-Aware Regime Switching,1509,-0.22041087281237826
Risk-Aware Regime Switching,1510,-0.23275218152326504
Risk-Aware Regime Switching,1511,-0.19850565836224043
Risk-Aware Regime Switching,1512,-0.19387705938384936
Risk-Aware Regime Switching,1513,-0.267755659326561
Risk-Aware Regime Switching,1514,-0.16916290626878283
Risk-Aware Regime Switching,1515,-0.4522283393009593
Risk-Aware Regime Switching,1516,-0.11641704510727158
Risk-Aware Regime Switching,1517,-0.22742502136788068
Risk-Aware Regime Switching,1518,-0.21684124867985655
Risk-Aware Regime Switching,1519,-0.3068716370975143
Risk-Aware Regime Switching,1520,-0.24165854056997127
Risk-Aware Regime Switching,1521,-0.127689275113388
Risk-Aware Regime Switching,1522,-0.1292792010013002
Risk-Aware Regime Switching,1523,-0.3921260465699413
Risk-Aware Regime Switching,1524,-0.18290497046870857
Risk-Aware Regime Switching,1525,-0.2311723800813994
Risk-Aware Regime Switching,1526,-0.26188136880945334
Risk-Aware Regime Switching,1527,-0.21784670952139873
Risk-Aware Regime Switching,1528,-0.3370807581338017
Risk-Aware Regime Switching,1529,-0.2642732943570575
Risk-Aware Regime Switching,1530,-0.1572985974109744
Risk-Aware Regime Switching,1531,-0.24047923656791514
Risk-Aware Regime Switching,1532,-0.19790455377379146
Risk-Aware Regime Switching,1533,-0.42623308614818334
Risk-Aware Regime Switching,1534,-0.11704457849279648
Risk-Aware Regime Switching,1535,-0.2508930049533662
Risk-Aware Regime Switching,1536,-0.2198928672819186
Risk-Aware Regime Switching,1537,-0.327007409182391
Risk-Aware Regime Switching,1538,-0.3409577778845593
Risk-Aware Regime Switching,1539,-0.16302533216191883
Risk-Aware Regime Switching,1540,-0.3328050971254052
Risk-Aware Regime Switching,1541,-0.14095728713264188
Risk-Aware Regime Switching,1542,-0.17510204043129451
Risk-Aware Regime Switching,1543,-0.17338500735713158
Risk-Aware Regime Switching,1544,-0.25377504055295896
Risk-Aware Regime Switching,1545,-0.25765955075689484
Risk-Aware Regime Switching,1546,-0.39868926480924594
Risk-Aware Regime Switching,1547,-0.38445566797218433
Risk-Aware Regime Switching,1548,-0.26631733117010303
Risk-Aware Regime Switching,1549,-0.38696321500877884
Risk-Aware Regime Switching,1550,-0.3174379806400517
Risk-Aware Regime Switching,1551,-0.21248097717158188
Risk-Aware Regime Switching,1552,-0.23969986562362977
Risk-Aware Regime Switching,1553,-0.24612419810126884
Risk-Aware Regime Switching,1554,-0.19836547558273354
Risk-Aware Regime Switching,1555,-0.29414869343449734
Risk-Aware Regime Switching,1556,-0.22059953363140083
Risk-Aware Regime Switching,1557,-0.1365920105114502
Risk-Aware Regime Switching,1558,-0.3477966482621836
Risk-Aware Regime Switching,1559,-0.20033322110801444
Risk-Aware Regime Switching,1560,-0.14549972814394752
Risk-Aware Regime Switching,1561,-0.2454335644170067
Risk-Aware Regime Switching,1562,-0.4125696746141071
Risk-Aware Regime Switching,1563,-0.210689615860288
Risk-Aware Regime Switching,1564,-0.2069483128367534
Risk-Aware Regime Switching,1565,-0.11964394384410504
Risk-Aware Regime Switching,1566,-0.38710303040308847
Risk-Aware Regime Switching,1567,-0.3799613095281352
Risk-Aware Regime Switching,1568,-0.3350216391658849
Risk-Aware Regime Switching,1569,-0.13158053029497174
Risk-Aware Regime Switching,1570,-0.1621976677072422
Risk-Aware Regime Switching,1571,-0.15827503121155895
Risk-Aware Regime Switching,1572,-0.16353348375995902
Risk-Aware Regime Switching,1573,-0.21756071555291412
Risk-Aware Regime Switching,1574,-0.3518821263141152
Risk-Aware Regime Switching,1575,-0.5702005726048587
Risk-Aware Regime Switching,1576,-0.36102388201971336
Risk-Aware Regime Switching,1577,-0.3239079277757797
Risk-Aware Regime Switching,1578,-0.22618522907862904
Risk-Aware Regime Switching,1579,-0.1160513796800976
Risk-Aware Regime Switching,1580,-0.22973306462781506
Risk-Aware Regime Switching,1581,-0.08067763200163569
Risk-Aware Regime Switching,1582,-0.30458210816495124
Risk-Aware Regime Switching,1583,-0.2145213360342536
Risk-Aware Regime Switching,1584,-0.1071435377269443
Risk-Aware Regime Switching,1585,-0.17937348035911715
Risk-Aware Regime Switching,1586,-0.21566978262455028
Risk-Aware Regime Switching,1587,-0.28863915767254156
Risk-Aware Regime Switching,1588,-0.2660063485140468
Risk-Aware Regime Switching,1589,-0.31589241271885693
Risk-Aware Regime Switching,1590,-0.2923159136054133
Risk-Aware Regime Switching,1591,-0.2713123979441162
Risk-Aware Regime Switching,1592,-0.43742799078925754
Risk-Aware Regime Switching,1593,-0.10371298300630605
Risk-Aware Regime Switching,1594,-0.33984803133121744
Risk-Aware Regime Switching,1595,-0.18735366507272355
Risk-Aware Regime Switching,1596,-0.17988332212261215
Risk-Aware Regime Switching,1597,-0.2812358832666729
Risk-Aware Regime Switching,1598,-0.20414379569844587
Risk-Aware Regime Switching,1599,-0.21991757538668022
Risk-Aware Regime Switching,1600,-0.2544005831213254
Risk-Aware Regime Switching,1601,-0.14178152815559797
Risk-Aware Regime Switching,1602,-0.24934043941716766
Risk-Aware Regime Switching,1603,-0.20235432294079336
Risk-Aware Regime Switching,1604,-0.23830356585342205
Risk-Aware Regime Switching,1605,-0.2938146247445963
Risk-Aware Regime Switching,1606,-0.14225659042383876
Risk-Aware Regime Switching,1607,-0.18862567791142337
Risk-Aware Regime Switching,1608,-0.18490979459965817
Risk-Aware Regime Switching,1609,-0.16513606986130047
Risk-Aware Regime Switching,1610,-0.27538734497623263
Risk-Aware Regime Switching,1611,-0.18574442586399864
Risk-Aware Regime Switching,1612,-0.21497389388034127
Risk-Aware Regime Switching,1613,-0.09937112293826744
Risk-Aware Regime Switching,1614,-0.17311047791145628
Risk-Aware Regime Switching,1615,-0.2705071096237487
Risk-Aware Regime Switching,1616,-0.1681744399137327
Risk-Aware Regime Switching,1617,-0.22486695113274213
Risk-Aware Regime Switching,1618,-0.16880628174322376
Risk-Aware Regime Switching,1619,-0.2856448593490849
Risk-Aware Regime Switching,1620,-0.4451161940302465
Risk-Aware Regime Switching,1621,-0.24311337015097922
Risk-Aware Regime Switching,1622,-0.10586826346201739
Risk-Aware Regime Switching,1623,-0.3396114211002107
Risk-Aware Regime Switching,1624,-0.30567809132133017
Risk-Aware Regime Switching,1625,-0.14353194116281265
Risk-Aware Regime Switching,1626,-0.3573099348016644
Risk-Aware Regime Switching,1627,-0.22732479349380874
Risk-Aware Regime Switching,1628,-0.14601860764572006
Risk-Aware Regime Switching,1629,-0.1386974751902985
Risk-Aware Regime Switching,1630,-0.1951881650001781
Risk-Aware Regime Switching,1631,-0.1720924000521079
Risk-Aware Regime Switching,1632,-0.2913987328536335
Risk-Aware Regime Switching,1633,-0.17551382983038843
Risk-Aware Regime Switching,1634,-0.2639918191865134
Risk-Aware Regime Switching,1635,-0.37093567675421957
Risk-Aware Regime Switching,1636,-0.1830693699428977
Risk-Aware Regime Switching,1637,-0.163273351797118
Risk-Aware Regime Switching,1638,-0.15167210137690268
Risk-Aware Regime Switching,1639,-0.17464916534389585
Risk-Aware Regime Switching,1640,-0.12448678270078917
Risk-Aware Regime Switching,1641,-0.33660570041684035
Risk-Aware Regime Switching,1642,-0.14086701318919426
Risk-Aware Regime Switching,1643,-0.3318308942818251
Risk-Aware Regime Switching,1644,-0.4582750360084332
Risk-Aware Regime Switching,1645,-0.18488139190473574
Risk-Aware Regime Switching,1646,-0.1451298955214113
Risk-Aware Regime Switching,1647,-0.1385351476076826
Risk-Aware Regime Switching,1648,-0.17666073250816694
Risk-Aware Regime Switching,1649,-0.18436183806787843
Risk-Aware Regime Switching,1650,-0.14535103902451996
Risk-Aware Regime Switching,1651,-0.4653480821638287
Risk-Aware Regime Switching,1652,-0.3294130001239206
Risk-Aware Regime Switching,1653,-0.22084924604109524
Risk-Aware Regime Switching,1654,-0.22302795209180482
Risk-Aware Regime Switching,1655,-0.25950409864573076
Risk-Aware Regime Switching,1656,-0.15566025371219516
Risk-Aware Regime Switching,1657,-0.24832482441991266
Risk-Aware Regime Switching,1658,-0.13655827821390953
Risk-Aware Regime Switching,1659,-0.259631428771538
Risk-Aware Regime Switching,1660,-0.2716626252801353
Risk-Aware Regime Switching,1661,-0.24697332146264406
Risk-Aware Regime Switching,1662,-0.19836103767362967
Risk-Aware Regime Switching,1663,-0.3066649521067841
Risk-Aware Regime Switching,1664,-0.2621679546613179
Risk-Aware Regime Switching,1665,-0.2867677757205237
Risk-Aware Regime Switching,1666,-0.3931315991009121
Risk-Aware Regime Switching,1667,-0.27860159095089865
Risk-Aware Regime Switching,1668,-0.16135747942852574
Risk-Aware Regime Switching,1669,-0.18754199148203232
Risk-Aware Regime Switching,1670,-0.47515921903317293
Risk-Aware Regime Switching,1671,-0.14983466806730739
Risk-Aware Regime Switching,1672,-0.14240668328968398
Risk-Aware Regime Switching,1673,-0.2136209623554377
Risk-Aware Regime Switching,1674,-0.23317282073629997
Risk-Aware Regime Switching,1675,-0.07275029071531336
Risk-Aware Regime Switching,1676,-0.20701795802703604
Risk-Aware Regime Switching,1677,-0.13705777922527862
Risk-Aware Regime Switching,1678,-0.1464010844693766
Risk-Aware Regime Switching,1679,-0.26283542536703774
Risk-Aware Regime Switching,1680,-0.21807919902821593
Risk-Aware Regime Switching,1681,-0.20163426662921513
Risk-Aware Regime Switching,1682,-0.17900809837852305
Risk-Aware Regime Switching,1683,-0.20629055655540307
Risk-Aware Regime Switching,1684,-0.1641112734707748
Risk-Aware Regime Switching,1685,-0.3308261662705685
Risk-Aware Regime Switching,1686,-0.26513156863418297
Risk-Aware Regime Switching,1687,-0.24335920900213226
Risk-Aware Regime Switching,1688,-0.18782618292867026
Risk-Aware Regime Switching,1689,-0.2634160628567167
Risk-Aware Regime Switching,1690,-0.32035605719373716
Risk-Aware Regime Switching,1691,-0.2021315547998993
Risk-Aware Regime Switching,1692,-0.22545786414313984
Risk-Aware Regime Switching,1693,-0.18492396454583881
Risk-Aware Regime Switching,1694,-0.16169358555475444
Risk-Aware Regime Switching,1695,-0.31887457914697703
Risk-Aware Regime Switching,1696,-0.39680101638018217
Risk-Aware Regime Switching,1697,-0.22764416296629952
Risk-Aware Regime Switching,1698,-0.12265870650161226
Risk-Aware Regime Switching,1699,-0.350227856284795
Risk-Aware Regime Switching,1700,-0.2534503714146912
Risk-Aware Regime Switching,1701,-0.14008881993818334
Risk-Aware Regime Switching,1702,-0.2373538575549602
Risk-Aware Regime Switching,1703,-0.1372558866735606
Risk-Aware Regime Switching,1704,-0.20304412414060624
Risk-Aware Regime Switching,1705,-0.2177449187254875
Risk-Aware Regime Switching,1706,-0.11757336564029652
Risk-Aware Regime Switching,1707,-0.1544761588537552
Risk-Aware Regime Switching,1708,-0.2063223677869005
Risk-Aware Regime Switching,1709,-0.20521184294100692
Risk-Aware Regime Switching,1710,-0.23452847791736864
Risk-Aware Regime Switching,1711,-0.19403411256884218
Risk-Aware Regime Switching,1712,-0.3498894346412691
Risk-Aware Regime Switching,1713,-0.25744634710389036
Risk-Aware Regime Switching,1714,-0.29836366888990495
Risk-Aware Regime Switching,1715,-0.438032518341404
Risk-Aware Regime Switching,1716,-0.23347766641631706
Risk-Aware Regime Switching,1717,-0.13751323210714372
Risk-Aware Regime Switching,1718,-0.15601988739626904
Risk-Aware Regime Switching,1719,-0.44195522584814806
Risk-Aware Regime Switching,1720,-0.2004433947011922
Risk-Aware Regime Switching,1721,-0.17063548206346146
Risk-Aware Regime Switching,1722,-0.13769336419772693
Risk-Aware Regime Switching,1723,-0.1862379317344337
Risk-Aware Regime Switching,1724,-0.3971399365096754
Risk-Aware Regime Switching,1725,-0.14947411555949175
Risk-Aware Regime Switching,1726,-0.21332226233430018
Risk-Aware Regime Switching,1727,-0.34433082132689186
Risk-Aware Regime Switching,1728,-0.2966479506229033
Risk-Aware Regime Switching,1729,-0.10641576742127301
Risk-Aware Regime Switching,1730,-0.20179396314166786
Risk-Aware Regime Switching,1731,-0.15495541933076573
Risk-Aware Regime Switching,1732,-0.3791491451117256
Risk-Aware Regime Switching,1733,-0.16470338197493106
Risk-Aware Regime Switching,1734,-0.1749089903513863
Risk-Aware Regime Switching,1735,-0.1867308562008344
Risk-Aware Regime Switching,1736,-0.2911879882233691
Risk-Aware Regime Switching,1737,-0.34177744043211056
Risk-Aware Regime Switching,1738,-0.18184043940394612
Risk-Aware Regime Switching,1739,-0.1619459527139836
Risk-Aware Regime Switching,1740,-0.19194864043632576
Risk-Aware Regime Switching,1741,-0.22655440763707946
Risk-Aware Regime Switching,1742,-0.1977968489780303
Risk-Aware Regime Switching,1743,-0.2414010228053144
Risk-Aware Regime Switching,1744,-0.16883920600952673
Risk-Aware Regime Switching,1745,-0.3754283901062946
Risk-Aware Regime Switching,1746,-0.43088739079754645
Risk-Aware Regime Switching,1747,-0.40193749101385123
Risk-Aware Regime Switching,1748,-0.1546090818058128
Risk-Aware Regime Switching,1749,-0.16330201164424185
Risk-Aware Regime Switching,1750,-0.369960147073251
Risk-Aware Regime Switching,1751,-0.14729088360032838
Risk-Aware Regime Switching,1752,-0.25072002089572365
Risk-Aware Regime Switching,1753,-0.34937930692989927
Risk-Aware Regime Switching,1754,-0.38472674660137385
Risk-Aware Regime Switching,1755,-0.26945702446188546
Risk-Aware Regime Switching,1756,-0.21977324257048803
Risk-Aware Regime Switching,1757,-0.3014668745350523
Risk-Aware Regime Switching,1758,-0.3790117205361797
Risk-Aware Regime Switching,1759,-0.34074540757828864
Risk-Aware Regime Switching,1760,-0.28613704711011734
Risk-Aware Regime Switching,1761,-0.13046343196535537
Risk-Aware Regime Switching,1762,-0.28777757016046024
Risk-Aware Regime Switching,1763,-0.16066089585155108
Risk-Aware Regime Switching,1764,-0.15399882720914548
Risk-Aware Regime Switching,1765,-0.14885330181345346
Risk-Aware Regime Switching,1766,-0.33374405308394983
Risk-Aware Regime Switching,1767,-0.15942153966582961
Risk-Aware Regime Switching,1768,-0.28611120205193474
Risk-Aware Regime Switching,1769,-0.09708717929553723
Risk-Aware Regime Switching,1770,-0.20964047222164406
Risk-Aware Regime Switching,1771,-0.40066214382457555
Risk-Aware Regime Switching,1772,-0.09561125903604895
Risk-Aware Regime Switching,1773,-0.266696876152125
Risk-Aware Regime Switching,1774,-0.11398062742025705
Risk-Aware Regime Switching,1775,-0.23136108097161323
Risk-Aware Regime Switching,1776,-0.1157917737177171
Risk-Aware Regime Switching,1777,-0.17440422130828492
Risk-Aware Regime Switching,1778,-0.16317937347297973
Risk-Aware Regime Switching,1779,-0.37365915586842946
Risk-Aware Regime Switching,1780,-0.3090625551245183
Risk-Aware Regime Switching,1781,-0.23296686630420416
Risk-Aware Regime Switching,1782,-0.31210548616009814
Risk-Aware Regime Switching,1783,-0.2908369840166657
Risk-Aware Regime Switching,1784,-0.21368157616111372
Risk-Aware Regime Switching,1785,-0.3183981920577462
Risk-Aware Regime Switching,1786,-0.1535609241212108
Risk-Aware Regime Switching,1787,-0.3113818934103736
Risk-Aware Regime Switching,1788,-0.3104261131216013
Risk-Aware Regime Switching,1789,-0.24544284332130017
Risk-Aware Regime Switching,1790,-0.15564983410773514
Risk-Aware Regime Switching,1791,-0.30254284671077125
Risk-Aware Regime Switching,1792,-0.15428081522134185
Risk-Aware Regime Switching,1793,-0.3294787405656674
Risk-Aware Regime Switching,1794,-0.2377870002657413
Risk-Aware Regime Switching,1795,-0.31306225160711776
Risk-Aware Regime Switching,1796,-0.10465650328250842
Risk-Aware Regime Switching,1797,-0.11797060005754267
Risk-Aware Regime Switching,1798,-0.36897451307051143
Risk-Aware Regime Switching,1799,-0.2402168497494851
Risk-Aware Regime Switching,1800,-0.24126629076427453
Risk-Aware Regime Switching,1801,-0.265014360418905
Risk-Aware Regime Switching,1802,-0.34672194071672224
Risk-Aware Regime Switching,1803,-0.13570533851112254
Risk-Aware Regime Switching,1804,-0.26705025246106917
Risk-Aware Regime Switching,1805,-0.3450801065797545
Risk-Aware Regime Switching,1806,-0.20088047946079035
Risk-Aware Regime Switching,1807,-0.0894991795602903
Risk-Aware Regime Switching,1808,-0.13631267755392595
Risk-Aware Regime Switching,1809,-0.15569056814986615
Risk-Aware Regime Switching,1810,-0.31749290635068583
Risk-Aware Regime Switching,1811,-0.13684073664446317
Risk-Aware Regime Switching,1812,-0.31340607913538143
Risk-Aware Regime Switching,1813,-0.14898289356782146
Risk-Aware Regime Switching,1814,-0.38395559565955373
Risk-Aware Regime Switching,1815,-0.1798691487317452
Risk-Aware Regime Switching,1816,-0.1285589844424737
Risk-Aware Regime Switching,1817,-0.3071645038379003
Risk-Aware Regime Switching,1818,-0.14404020224396352
Risk-Aware Regime Switching,1819,-0.17718214078027927
Risk-Aware Regime Switching,1820,-0.23029620551884755
Risk-Aware Regime Switching,1821,-0.21039568316735036
Risk-Aware Regime Switching,1822,-0.11618166109529249
Risk-Aware Regime Switching,1823,-0.1275242310576793
Risk-Aware Regime Switching,1824,-0.33052550065254427
Risk-Aware Regime Switching,1825,-0.27223986024575975
Risk-Aware Regime Switching,1826,-0.3010932127248075
Risk-Aware Regime Switching,1827,-0.34820159592111644
Risk-Aware Regime Switching,1828,-0.39109224797480546
Risk-Aware Regime Switching,1829,-0.4188968769747946
Risk-Aware Regime Switching,1830,-0.4644572346355075
Risk-Aware Regime Switching,1831,-0.15175450330621132
Risk-Aware Regime Switching,1832,-0.2840899729340727
Risk-Aware Regime Switching,1833,-0.1803721979615024
Risk-Aware Regime Switching,1834,-0.20102841232699942
Risk-Aware Regime Switching,1835,-0.17765261316987135
Risk-Aware Regime Switching,1836,-0.2876917815730877
Risk-Aware Regime Switching,1837,-0.12794501494065813
Risk-Aware Regime Switching,1838,-0.300448249668413
Risk-Aware Regime Switching,1839,-0.24437678010063146
Risk-Aware Regime Switching,1840,-0.3265492548298472
Risk-Aware Regime Switching,1841,-0.26265846840290075
Risk-Aware Regime Switching,1842,-0.37645511124045916
Risk-Aware Regime Switching,1843,-0.268651096167566
Risk-Aware Regime Switching,1844,-0.2946738798323377
Risk-Aware Regime Switching,1845,-0.2805074005467444
Risk-Aware Regime Switching,1846,-0.23444252553230516
Risk-Aware Regime Switching,1847,-0.25527047643442147
Risk-Aware Regime Switching,1848,-0.22535350884944372
Risk-Aware Regime Switching,1849,-0.32262646907848114
Risk-Aware Regime Switching,1850,-0.18754758942442562
Risk-Aware Regime Switching,1851,-0.37665441497287855
Risk-Aware Regime Switching,1852,-0.12123144394875451
Risk-Aware Regime Switching,1853,-0.2992159316088895
Risk-Aware Regime Switching,1854,-0.28966295820564814
Risk-Aware Regime Switching,1855,-0.2306559234637724
Risk-Aware Regime Switching,1856,-0.17751112195740448
Risk-Aware Regime Switching,1857,-0.1727586727262196
Risk-Aware Regime Switching,1858,-0.2206626058870681
Risk-Aware Regime Switching,1859,-0.2242348443744745
Risk-Aware Regime Switching,1860,-0.19445129935912275
Risk-Aware Regime Switching,1861,-0.231898149235377
Risk-Aware Regime Switching,1862,-0.22376194700521346
Risk-Aware Regime Switching,1863,-0.3681931540169997
Risk-Aware Regime Switching,1864,-0.2686184284924441
Risk-Aware Regime Switching,1865,-0.3755184367441261
Risk-Aware Regime Switching,1866,-0.1561239036317037
Risk-Aware Regime Switching,1867,-0.412417348954622
Risk-Aware Regime Switching,1868,-0.13040984969842662
Risk-Aware Regime Switching,1869,-0.12497293356068195
Risk-Aware Regime Switching,1870,-0.1137864337782496
Risk-Aware Regime Switching,1871,-0.4191630354221886
Risk-Aware Regime Switching,1872,-0.12778283911038424
Risk-Aware Regime Switching,1873,-0.14306061215092503
Risk-Aware Regime Switching,1874,-0.12455468512725743
Risk-Aware Regime Switching,1875,-0.201174743384266
Risk-Aware Regime Switching,1876,-0.16392738581753363
Risk-Aware Regime Switching,1877,-0.17567633677768857
Risk-Aware Regime Switching,1878,-0.4430756251396556
Risk-Aware Regime Switching,1879,-0.17550682604987833
Risk-Aware Regime Switching,1880,-0.3286585541946916
