Strategy,Simulation,Maximum Drawdown
Risk-Aware Regime Switching,4617,-0.3394525884502414
Risk-Aware Regime Switching,4618,-0.38119890686724933
Risk-Aware Regime Switching,4619,-0.2143810189791684
Risk-Aware Regime Switching,4620,-0.428819916995514
Risk-Aware Regime Switching,4621,-0.16627676524859636
Risk-Aware Regime Switching,4622,-0.2510236014157148
Risk-Aware Regime Switching,4623,-0.44811228346041254
Risk-Aware Regime Switching,4624,-0.18544716657801563
Risk-Aware Regime Switching,4625,-0.23937209881358656
Risk-Aware Regime Switching,4626,-0.22973351291973187
Risk-Aware Regime Switching,4627,-0.3826278395521542
Risk-Aware Regime Switching,4628,-0.2286565028595018
Risk-Aware Regime Switching,4629,-0.2650531005612845
Risk-Aware Regime Switching,4630,-0.415232476408974
Risk-Aware Regime Switching,4631,-0.12582456554067611
Risk-Aware Regime Switching,4632,-0.3261169530338962
Risk-Aware Regime Switching,4633,-0.13995044518493505
Risk-Aware Regime Switching,4634,-0.265172814192685
Risk-Aware Regime Switching,4635,-0.1515137837282301
Risk-Aware Regime Switching,4636,-0.43193760707085127
Risk-Aware Regime Switching,4637,-0.24775148415472004
Risk-Aware Regime Switching,4638,-0.23317919474335957
Risk-Aware Regime Switching,4639,-0.24818111376144913
Risk-Aware Regime Switching,4640,-0.14898310047285745
Risk-Aware Regime Switching,4641,-0.312927021598868
Risk-Aware Regime Switching,4642,-0.1247118393643818
Risk-Aware Regime Switching,4643,-0.13920540010476046
Risk-Aware Regime Switching,4644,-0.14579663144749377
Risk-Aware Regime Switching,4645,-0.26762096079863806
Risk-Aware Regime Switching,4646,-0.36172204851340206
Risk-Aware Regime Switching,4647,-0.22831978508991368
Risk-Aware Regime Switching,4648,-0.3100851253733031
Risk-Aware Regime Switching,4649,-0.21156039861119935
Risk-Aware Regime Switching,4650,-0.14562141237185156
Risk-Aware Regime Switching,4651,-0.2766618318841625
Risk-Aware Regime Switching,4652,-0.15318046709060906
Risk-Aware Regime Switching,4653,-0.2692370866562448
Risk-Aware Regime Switching,4654,-0.17270702882152067
Risk-Aware Regime Switching,4655,-0.29032748439437717
Risk-Aware Regime Switching,4656,-0.24316204342649372
Risk-Aware Regime Switching,4657,-0.12832651274565043
Risk-Aware Regime Switching,4658,-0.4337370850203951
Risk-Aware Regime Switching,4659,-0.15621966768798046
Risk-Aware Regime Switching,4660,-0.2947134675942068
Risk-Aware Regime Switching,4661,-0.37936376750139833
Risk-Aware Regime Switching,4662,-0.39478506106432265
Risk-Aware Regime Switching,4663,-0.18706126704787374
Risk-Aware Regime Switching,4664,-0.3624118370040028
Risk-Aware Regime Switching,4665,-0.2794108994084179
Risk-Aware Regime Switching,4666,-0.2735526574210354
Risk-Aware Regime Switching,4667,-0.24741657673073092
Risk-Aware Regime Switching,4668,-0.14250404508914583
Risk-Aware Regime Switching,4669,-0.17406374295727367
Risk-Aware Regime Switching,4670,-0.14950713937852156
Risk-Aware Regime Switching,4671,-0.2416206368173529
Risk-Aware Regime Switching,4672,-0.2791138414981815
Risk-Aware Regime Switching,4673,-0.21371791113632677
Risk-Aware Regime Switching,4674,-0.157334401598484
Risk-Aware Regime Switching,4675,-0.23910070812957696
Risk-Aware Regime Switching,4676,-0.33137113472725377
Risk-Aware Regime Switching,4677,-0.10842957994557645
Risk-Aware Regime Switching,4678,-0.20212497927282813
Risk-Aware Regime Switching,4679,-0.22476039655961177
Risk-Aware Regime Switching,4680,-0.47247230304884913
Risk-Aware Regime Switching,4681,-0.11304908974811756
Risk-Aware Regime Switching,4682,-0.1875528101116395
Risk-Aware Regime Switching,4683,-0.17339309697088545
Risk-Aware Regime Switching,4684,-0.17046394976913726
Risk-Aware Regime Switching,4685,-0.37804508031361483
Risk-Aware Regime Switching,4686,-0.39681494252598426
Risk-Aware Regime Switching,4687,-0.2009764883753693
Risk-Aware Regime Switching,4688,-0.30555375461563683
Risk-Aware Regime Switching,4689,-0.4485484209549341
Risk-Aware Regime Switching,4690,-0.19599833757543605
Risk-Aware Regime Switching,4691,-0.29999223991623425
Risk-Aware Regime Switching,4692,-0.22334941475983616
Risk-Aware Regime Switching,4693,-0.19366701439859046
Risk-Aware Regime Switching,4694,-0.15274755009577945
Risk-Aware Regime Switching,4695,-0.15425308886417455
Risk-Aware Regime Switching,4696,-0.24205510513269002
Risk-Aware Regime Switching,4697,-0.12778018091563836
Risk-Aware Regime Switching,4698,-0.3767489175578239
Risk-Aware Regime Switching,4699,-0.2047068572055064
Risk-Aware Regime Switching,4700,-0.2870679752447344
Risk-Aware Regime Switching,4701,-0.19926797851916367
Risk-Aware Regime Switching,4702,-0.1766698481130191
Risk-Aware Regime Switching,4703,-0.21478506741243797
Risk-Aware Regime Switching,4704,-0.2387933906120402
Risk-Aware Regime Switching,4705,-0.20210505526253675
Risk-Aware Regime Switching,4706,-0.19331566604827077
Risk-Aware Regime Switching,4707,-0.2768548985440433
Risk-Aware Regime Switching,4708,-0.1478821479241338
Risk-Aware Regime Switching,4709,-0.11532977152745771
Risk-Aware Regime Switching,4710,-0.18876515599000376
Risk-Aware Regime Switching,4711,-0.1475325604057165
Risk-Aware Regime Switching,4712,-0.16739425345263992
Risk-Aware Regime Switching,4713,-0.3228721355968728
Risk-Aware Regime Switching,4714,-0.2573653666216478
Risk-Aware Regime Switching,4715,-0.28614947500994536
Risk-Aware Regime Switching,4716,-0.22369267531504466
Risk-Aware Regime Switching,4717,-0.17143775147718465
Risk-Aware Regime Switching,4718,-0.22608459584177032
Risk-Aware Regime Switching,4719,-0.13487883872962314
Risk-Aware Regime Switching,4720,-0.2235806834892773
Risk-Aware Regime Switching,4721,-0.3482063597429941
Risk-Aware Regime Switching,4722,-0.09774460812165331
Risk-Aware Regime Switching,4723,-0.12224300271322153
Risk-Aware Regime Switching,4724,-0.2282377573968669
Risk-Aware Regime Switching,4725,-0.1453236200577639
Risk-Aware Regime Switching,4726,-0.29869414104513725
Risk-Aware Regime Switching,4727,-0.2548101644858294
Risk-Aware Regime Switching,4728,-0.11639097535082332
Risk-Aware Regime Switching,4729,-0.49132410564254403
Risk-Aware Regime Switching,4730,-0.26037771105293184
Risk-Aware Regime Switching,4731,-0.16029768389651222
Risk-Aware Regime Switching,4732,-0.1983450045018288
Risk-Aware Regime Switching,4733,-0.3241214137978691
Risk-Aware Regime Switching,4734,-0.2495556850732612
Risk-Aware Regime Switching,4735,-0.20010066697124773
Risk-Aware Regime Switching,4736,-0.2176480689925413
Risk-Aware Regime Switching,4737,-0.42281783233898484
Risk-Aware Regime Switching,4738,-0.2493305422349087
Risk-Aware Regime Switching,4739,-0.24320681797159482
Risk-Aware Regime Switching,4740,-0.23203440554354604
Risk-Aware Regime Switching,4741,-0.3096466079554253
Risk-Aware Regime Switching,4742,-0.18090475126434036
Risk-Aware Regime Switching,4743,-0.2898178480785091
Risk-Aware Regime Switching,4744,-0.15523423148506033
Risk-Aware Regime Switching,4745,-0.18573447466481574
Risk-Aware Regime Switching,4746,-0.22182575744767252
Risk-Aware Regime Switching,4747,-0.332890689516112
Risk-Aware Regime Switching,4748,-0.14469428196769618
Risk-Aware Regime Switching,4749,-0.42062402445485747
Risk-Aware Regime Switching,4750,-0.2951374882038058
Risk-Aware Regime Switching,4751,-0.18449441308302117
Risk-Aware Regime Switching,4752,-0.2779937221112242
Risk-Aware Regime Switching,4753,-0.46791316954520057
Risk-Aware Regime Switching,4754,-0.36811188003494855
Risk-Aware Regime Switching,4755,-0.30122091323008315
Risk-Aware Regime Switching,4756,-0.16937147249179596
Risk-Aware Regime Switching,4757,-0.21123935281507145
Risk-Aware Regime Switching,4758,-0.32980092933508587
Risk-Aware Regime Switching,4759,-0.14111209736627184
Risk-Aware Regime Switching,4760,-0.16063776561396037
Risk-Aware Regime Switching,4761,-0.19211250088669407
Risk-Aware Regime Switching,4762,-0.19740495395383173
Risk-Aware Regime Switching,4763,-0.26162122640100904
Risk-Aware Regime Switching,4764,-0.32733092519891915
Risk-Aware Regime Switching,4765,-0.2554193120923913
Risk-Aware Regime Switching,4766,-0.25129970504546695
Risk-Aware Regime Switching,4767,-0.2600241853843287
Risk-Aware Regime Switching,4768,-0.23948617563073316
Risk-Aware Regime Switching,4769,-0.34906367993093423
Risk-Aware Regime Switching,4770,-0.2398659779595972
Risk-Aware Regime Switching,4771,-0.23043669201049832
Risk-Aware Regime Switching,4772,-0.15305877054016825
Risk-Aware Regime Switching,4773,-0.32917138206760754
Risk-Aware Regime Switching,4774,-0.18738667200336656
Risk-Aware Regime Switching,4775,-0.13224010085051774
Risk-Aware Regime Switching,4776,-0.21552217878561242
Risk-Aware Regime Switching,4777,-0.20338430304317667
Risk-Aware Regime Switching,4778,-0.26458843824320744
Risk-Aware Regime Switching,4779,-0.17389044663296682
Risk-Aware Regime Switching,4780,-0.24120030778372548
Risk-Aware Regime Switching,4781,-0.3463254890962054
Risk-Aware Regime Switching,4782,-0.32232854296022917
Risk-Aware Regime Switching,4783,-0.3259672382462968
Risk-Aware Regime Switching,4784,-0.3552249038543387
Risk-Aware Regime Switching,4785,-0.290051526215785
Risk-Aware Regime Switching,4786,-0.16952764000026077
Risk-Aware Regime Switching,4787,-0.2819504965797237
Risk-Aware Regime Switching,4788,-0.13984281810921495
Risk-Aware Regime Switching,4789,-0.47455413940424973
Risk-Aware Regime Switching,4790,-0.11132599502842222
Risk-Aware Regime Switching,4791,-0.35098248772670937
Risk-Aware Regime Switching,4792,-0.28420323635866485
Risk-Aware Regime Switching,4793,-0.16131793554626994
Risk-Aware Regime Switching,4794,-0.22410437264607364
Risk-Aware Regime Switching,4795,-0.16554033198405183
Risk-Aware Regime Switching,4796,-0.20245103543744025
Risk-Aware Regime Switching,4797,-0.21863368421594653
Risk-Aware Regime Switching,4798,-0.13595578750409687
Risk-Aware Regime Switching,4799,-0.1883979829799015
Risk-Aware Regime Switching,4800,-0.28813045001582993
Risk-Aware Regime Switching,4801,-0.20469912680814428
Risk-Aware Regime Switching,4802,-0.3547341039806299
Risk-Aware Regime Switching,4803,-0.2568899670996013
Risk-Aware Regime Switching,4804,-0.35629732279934057
Risk-Aware Regime Switching,4805,-0.2310533509750191
Risk-Aware Regime Switching,4806,-0.35354288366620235
Risk-Aware Regime Switching,4807,-0.4335556070526283
Risk-Aware Regime Switching,4808,-0.21121108928639798
Risk-Aware Regime Switching,4809,-0.19566759145693668
Risk-Aware Regime Switching,4810,-0.4884199108720565
Risk-Aware Regime Switching,4811,-0.1992393856231568
Risk-Aware Regime Switching,4812,-0.25674679362403996
Risk-Aware Regime Switching,4813,-0.21624005334840501
Risk-Aware Regime Switching,4814,-0.09007745345658724
Risk-Aware Regime Switching,4815,-0.2403775542359473
Risk-Aware Regime Switching,4816,-0.15519803426102607
Risk-Aware Regime Switching,4817,-0.23242854745211128
Risk-Aware Regime Switching,4818,-0.15207195878186108
Risk-Aware Regime Switching,4819,-0.18715343028701548
Risk-Aware Regime Switching,4820,-0.22747618784917523
Risk-Aware Regime Switching,4821,-0.2901984149363318
Risk-Aware Regime Switching,4822,-0.25322610608270457
Risk-Aware Regime Switching,4823,-0.2934681756600873
Risk-Aware Regime Switching,4824,-0.2817287087478135
Risk-Aware Regime Switching,4825,-0.1924479104829655
Risk-Aware Regime Switching,4826,-0.45661545159426864
Risk-Aware Regime Switching,4827,-0.15131235950438937
Risk-Aware Regime Switching,4828,-0.39389475389971274
Risk-Aware Regime Switching,4829,-0.258021510869084
Risk-Aware Regime Switching,4830,-0.313417365652206
Risk-Aware Regime Switching,4831,-0.24573534066579183
Risk-Aware Regime Switching,4832,-0.18209067546042268
Risk-Aware Regime Switching,4833,-0.1949594742514441
Risk-Aware Regime Switching,4834,-0.38999846595126886
Risk-Aware Regime Switching,4835,-0.25289246295023793
Risk-Aware Regime Switching,4836,-0.16720934233384532
Risk-Aware Regime Switching,4837,-0.23377859785134247
Risk-Aware Regime Switching,4838,-0.22659809726678848
Risk-Aware Regime Switching,4839,-0.17291828782814322
Risk-Aware Regime Switching,4840,-0.1929756980132028
Risk-Aware Regime Switching,4841,-0.18131449902390195
Risk-Aware Regime Switching,4842,-0.36406595314180434
Risk-Aware Regime Switching,4843,-0.10515779425744365
Risk-Aware Regime Switching,4844,-0.19335585094238383
Risk-Aware Regime Switching,4845,-0.25475878951813735
Risk-Aware Regime Switching,4846,-0.3538548688764537
Risk-Aware Regime Switching,4847,-0.2589626544396285
Risk-Aware Regime Switching,4848,-0.5217587101150585
Risk-Aware Regime Switching,4849,-0.20758882060753447
Risk-Aware Regime Switching,4850,-0.39800324457600966
Risk-Aware Regime Switching,4851,-0.220667698696967
Risk-Aware Regime Switching,4852,-0.12666100141592618
Risk-Aware Regime Switching,4853,-0.20710605964177808
Risk-Aware Regime Switching,4854,-0.2464662517406424
Risk-Aware Regime Switching,4855,-0.24122889128207448
Risk-Aware Regime Switching,4856,-0.38091786167537844
Risk-Aware Regime Switching,4857,-0.14961643137448566
Risk-Aware Regime Switching,4858,-0.27394127363982235
Risk-Aware Regime Switching,4859,-0.08908771765045309
Risk-Aware Regime Switching,4860,-0.4274150842385017
Risk-Aware Regime Switching,4861,-0.16775924352061955
Risk-Aware Regime Switching,4862,-0.24068928544309964
Risk-Aware Regime Switching,4863,-0.35940200250942667
Risk-Aware Regime Switching,4864,-0.17254961420140735
Risk-Aware Regime Switching,4865,-0.25734770125898665
Risk-Aware Regime Switching,4866,-0.16065907914155908
Risk-Aware Regime Switching,4867,-0.26378899570899594
Risk-Aware Regime Switching,4868,-0.1843796207369831
Risk-Aware Regime Switching,4869,-0.21358510764122274
Risk-Aware Regime Switching,4870,-0.19832964854446922
Risk-Aware Regime Switching,4871,-0.23515252095354489
Risk-Aware Regime Switching,4872,-0.31276429920805127
Risk-Aware Regime Switching,4873,-0.4748864594641369
Risk-Aware Regime Switching,4874,-0.37239529648319203
Risk-Aware Regime Switching,4875,-0.24430796685475642
Risk-Aware Regime Switching,4876,-0.1318930552758708
Risk-Aware Regime Switching,4877,-0.45323411675247327
Risk-Aware Regime Switching,4878,-0.29210043517192796
Risk-Aware Regime Switching,4879,-0.20544447336605087
Risk-Aware Regime Switching,4880,-0.5048157156474705
Risk-Aware Regime Switching,4881,-0.2002293537669927
Risk-Aware Regime Switching,4882,-0.3504119611600357
Risk-Aware Regime Switching,4883,-0.1493738862339563
Risk-Aware Regime Switching,4884,-0.2015830267784885
Risk-Aware Regime Switching,4885,-0.40989828304348885
Risk-Aware Regime Switching,4886,-0.2721225243150297
Risk-Aware Regime Switching,4887,-0.18368593654662013
Risk-Aware Regime Switching,4888,-0.13840941524145345
Risk-Aware Regime Switching,4889,-0.18104147858495612
Risk-Aware Regime Switching,4890,-0.1805563697822924
Risk-Aware Regime Switching,4891,-0.21368346100257984
Risk-Aware Regime Switching,4892,-0.1710537992526988
Risk-Aware Regime Switching,4893,-0.16699464004906628
Risk-Aware Regime Switching,4894,-0.355100523600689
Risk-Aware Regime Switching,4895,-0.2574779558915705
Risk-Aware Regime Switching,4896,-0.20764914405973744
Risk-Aware Regime Switching,4897,-0.26040296528061
Risk-Aware Regime Switching,4898,-0.2774040237507558
Risk-Aware Regime Switching,4899,-0.3383786670603617
Risk-Aware Regime Switching,4900,-0.24799577347631396
Risk-Aware Regime Switching,4901,-0.21504158243974958
Risk-Aware Regime Switching,4902,-0.2483580042968756
Risk-Aware Regime Switching,4903,-0.2065567899449282
Risk-Aware Regime Switching,4904,-0.11208492615270904
Risk-Aware Regime Switching,4905,-0.3295802506365293
Risk-Aware Regime Switching,4906,-0.17001586502117594
Risk-Aware Regime Switching,4907,-0.34732959389215234
Risk-Aware Regime Switching,4908,-0.19512965783325886
Risk-Aware Regime Switching,4909,-0.14828491686164857
Risk-Aware Regime Switching,4910,-0.1420691754141985
Risk-Aware Regime Switching,4911,-0.36261033923333585
Risk-Aware Regime Switching,4912,-0.3222090328419117
Risk-Aware Regime Switching,4913,-0.34968863921798754
Risk-Aware Regime Switching,4914,-0.15577226329421545
Risk-Aware Regime Switching,4915,-0.2941580991501963
Risk-Aware Regime Switching,4916,-0.1960147018402162
Risk-Aware Regime Switching,4917,-0.10417616025617404
Risk-Aware Regime Switching,4918,-0.3358764042460599
Risk-Aware Regime Switching,4919,-0.2766089845710852
Risk-Aware Regime Switching,4920,-0.24279919502572933
Risk-Aware Regime Switching,4921,-0.29011829926490296
Risk-Aware Regime Switching,4922,-0.13203127667995973
Risk-Aware Regime Switching,4923,-0.39610945772325357
Risk-Aware Regime Switching,4924,-0.18459141709066684
Risk-Aware Regime Switching,4925,-0.43638687568044243
Risk-Aware Regime Switching,4926,-0.2950087812912797
Risk-Aware Regime Switching,4927,-0.10092766211290005
Risk-Aware Regime Switching,4928,-0.25718867241442944
Risk-Aware Regime Switching,4929,-0.4092194610349629
Risk-Aware Regime Switching,4930,-0.20183599887364267
Risk-Aware Regime Switching,4931,-0.13621124671536455
Risk-Aware Regime Switching,4932,-0.17332127592405566
Risk-Aware Regime Switching,4933,-0.15683983147091518
Risk-Aware Regime Switching,4934,-0.3774072450908641
Risk-Aware Regime Switching,4935,-0.24140587240686984
Risk-Aware Regime Switching,4936,-0.31273451773470085
Risk-Aware Regime Switching,4937,-0.3487398949601237
Risk-Aware Regime Switching,4938,-0.19778069225130746
Risk-Aware Regime Switching,4939,-0.42213864096787446
Risk-Aware Regime Switching,4940,-0.23121456792478645
Risk-Aware Regime Switching,4941,-0.39638572856944576
Risk-Aware Regime Switching,4942,-0.4007952040624755
Risk-Aware Regime Switching,4943,-0.3041668899943024
Risk-Aware Regime Switching,4944,-0.10716760231079592
Risk-Aware Regime Switching,4945,-0.19528394928109793
Risk-Aware Regime Switching,4946,-0.27240667235763927
Risk-Aware Regime Switching,4947,-0.2772606768656878
Risk-Aware Regime Switching,4948,-0.26800333660305165
Risk-Aware Regime Switching,4949,-0.26585915872135335
Risk-Aware Regime Switching,4950,-0.14644557681718418
Risk-Aware Regime Switching,4951,-0.2572086773882879
Risk-Aware Regime Switching,4952,-0.3276415073750637
Risk-Aware Regime Switching,4953,-0.2278483682369833
Risk-Aware Regime Switching,4954,-0.16122281925393156
Risk-Aware Regime Switching,4955,-0.11466961225299399
Risk-Aware Regime Switching,4956,-0.4346404623698287
Risk-Aware Regime Switching,4957,-0.3881055906334424
Risk-Aware Regime Switching,4958,-0.32679117925986534
Risk-Aware Regime Switching,4959,-0.30995431948565466
Risk-Aware Regime Switching,4960,-0.16263377632956388
Risk-Aware Regime Switching,4961,-0.30853748673224524
Risk-Aware Regime Switching,4962,-0.2238934332752216
Risk-Aware Regime Switching,4963,-0.36608985105557446
Risk-Aware Regime Switching,4964,-0.26585503642335984
Risk-Aware Regime Switching,4965,-0.1564919527456743
Risk-Aware Regime Switching,4966,-0.3413276845706462
Risk-Aware Regime Switching,4967,-0.2808070475903215
Risk-Aware Regime Switching,4968,-0.13510921206729132
Risk-Aware Regime Switching,4969,-0.1830943015213795
Risk-Aware Regime Switching,4970,-0.154516404183902
Risk-Aware Regime Switching,4971,-0.42350291012127717
Risk-Aware Regime Switching,4972,-0.3237915782910201
Risk-Aware Regime Switching,4973,-0.44239548759863156
Risk-Aware Regime Switching,4974,-0.2534416988330339
Risk-Aware Regime Switching,4975,-0.2579728466752539
Risk-Aware Regime Switching,4976,-0.21180915333760775
Risk-Aware Regime Switching,4977,-0.19953114375528735
Risk-Aware Regime Switching,4978,-0.07940019260958808
Risk-Aware Regime Switching,4979,-0.4062669146484593
Risk-Aware Regime Switching,4980,-0.3461544989640686
Risk-Aware Regime Switching,4981,-0.1492106296127128
Risk-Aware Regime Switching,4982,-0.3881269339700494
Risk-Aware Regime Switching,4983,-0.2665102560621957
Risk-Aware Regime Switching,4984,-0.15481148021178925
Risk-Aware Regime Switching,4985,-0.5133070127166529
Risk-Aware Regime Switching,4986,-0.22485795502890527
Risk-Aware Regime Switching,4987,-0.20415987566645755
Risk-Aware Regime Switching,4988,-0.26711070663735414
Risk-Aware Regime Switching,4989,-0.4392011753601902
Risk-Aware Regime Switching,4990,-0.137775470240737
Risk-Aware Regime Switching,4991,-0.25076719971709127
Risk-Aware Regime Switching,4992,-0.34213625644233925
Risk-Aware Regime Switching,4993,-0.23320973488833685
Risk-Aware Regime Switching,4994,-0.3777279207840126
Risk-Aware Regime Switching,4995,-0.21467035677621504
Risk-Aware Regime Switching,4996,-0.1502436563551095
Risk-Aware Regime Switching,4997,-0.26674510307513166
Risk-Aware Regime Switching,4998,-0.33302839815413365
Risk-Aware Regime Switching,4999,-0.1425165315121193
Risk-Aware Regime Switching,5000,-0.400625753129183
Risk-Aware Regime Switching,5001,-0.14312920354321101
Risk-Aware Regime Switching,5002,-0.3546408421531242
Risk-Aware Regime Switching,5003,-0.4130289066892433
Risk-Aware Regime Switching,5004,-0.1302249218818261
Risk-Aware Regime Switching,5005,-0.2153445049335868
Risk-Aware Regime Switching,5006,-0.3529859215544042
Risk-Aware Regime Switching,5007,-0.2159435489060757
Risk-Aware Regime Switching,5008,-0.18192295115270496
Risk-Aware Regime Switching,5009,-0.13025320947211283
Risk-Aware Regime Switching,5010,-0.1373653492072212
Risk-Aware Regime Switching,5011,-0.22212879023073273
Risk-Aware Regime Switching,5012,-0.27751756022135154
Risk-Aware Regime Switching,5013,-0.19743114936638873
Risk-Aware Regime Switching,5014,-0.22741659883995913
Risk-Aware Regime Switching,5015,-0.20192235428381156
Risk-Aware Regime Switching,5016,-0.3519497567005275
Risk-Aware Regime Switching,5017,-0.24941192283061897
Risk-Aware Regime Switching,5018,-0.20097908580909785
Risk-Aware Regime Switching,5019,-0.5251883890817057
Risk-Aware Regime Switching,5020,-0.286793967700234
Risk-Aware Regime Switching,5021,-0.23093863148280946
Risk-Aware Regime Switching,5022,-0.2046127072192674
Risk-Aware Regime Switching,5023,-0.2342328427360193
Risk-Aware Regime Switching,5024,-0.23310437232457148
Risk-Aware Regime Switching,5025,-0.167376268395925
Risk-Aware Regime Switching,5026,-0.3083351608899928
Risk-Aware Regime Switching,5027,-0.3618360923768156
Risk-Aware Regime Switching,5028,-0.32088002317787867
Risk-Aware Regime Switching,5029,-0.3227543294063606
Risk-Aware Regime Switching,5030,-0.33555390185647904
Risk-Aware Regime Switching,5031,-0.18943453852543068
Risk-Aware Regime Switching,5032,-0.20946927799588133
Risk-Aware Regime Switching,5033,-0.13922700507674335
Risk-Aware Regime Switching,5034,-0.24504749689615413
Risk-Aware Regime Switching,5035,-0.19298588979646847
Risk-Aware Regime Switching,5036,-0.20881670983307932
Risk-Aware Regime Switching,5037,-0.18780236033227005
Risk-Aware Regime Switching,5038,-0.25083770414350126
Risk-Aware Regime Switching,5039,-0.30952833216803166
Risk-Aware Regime Switching,5040,-0.19240596151668532
Risk-Aware Regime Switching,5041,-0.23775787196930576
Risk-Aware Regime Switching,5042,-0.23603592897680348
Risk-Aware Regime Switching,5043,-0.16861474750955008
Risk-Aware Regime Switching,5044,-0.20565488392827524
Risk-Aware Regime Switching,5045,-0.12372972130271853
Risk-Aware Regime Switching,5046,-0.44263413053712386
Risk-Aware Regime Switching,5047,-0.14042268276170333
Risk-Aware Regime Switching,5048,-0.16511400299215873
Risk-Aware Regime Switching,5049,-0.2999688650559491
Risk-Aware Regime Switching,5050,-0.12660959982059816
Risk-Aware Regime Switching,5051,-0.36831841936444765
Risk-Aware Regime Switching,5052,-0.16788891296246178
Risk-Aware Regime Switching,5053,-0.19097078085660057
Risk-Aware Regime Switching,5054,-0.27564886715565395
Risk-Aware Regime Switching,5055,-0.3985412668413897
Risk-Aware Regime Switching,5056,-0.24648756862035925
Risk-Aware Regime Switching,5057,-0.32179621703511985
Risk-Aware Regime Switching,5058,-0.22385049319388672
Risk-Aware Regime Switching,5059,-0.17173064038154318
Risk-Aware Regime Switching,5060,-0.4405791711080299
Risk-Aware Regime Switching,5061,-0.3798720126848094
Risk-Aware Regime Switching,5062,-0.3008529411612697
Risk-Aware Regime Switching,5063,-0.25204816871957103
Risk-Aware Regime Switching,5064,-0.18297814467054785
Risk-Aware Regime Switching,5065,-0.17848912901776792
Risk-Aware Regime Switching,5066,-0.17203272966120386
Risk-Aware Regime Switching,5067,-0.2717458256322911
Risk-Aware Regime Switching,5068,-0.35826261422935135
Risk-Aware Regime Switching,5069,-0.17190356648968175
Risk-Aware Regime Switching,5070,-0.29805921520420475
Risk-Aware Regime Switching,5071,-0.3298475097961068
Risk-Aware Regime Switching,5072,-0.28494585921845217
Risk-Aware Regime Switching,5073,-0.36651904213946507
Risk-Aware Regime Switching,5074,-0.2535556752659962
Risk-Aware Regime Switching,5075,-0.16853463511011146
Risk-Aware Regime Switching,5076,-0.19900650366416273
Risk-Aware Regime Switching,5077,-0.14473273353871308
Risk-Aware Regime Switching,5078,-0.07299294384924071
Risk-Aware Regime Switching,5079,-0.11482876878059645
Risk-Aware Regime Switching,5080,-0.2525204143913944
Risk-Aware Regime Switching,5081,-0.11006462673690709
Risk-Aware Regime Switching,5082,-0.17519151091272034
Risk-Aware Regime Switching,5083,-0.2364098372897131
Risk-Aware Regime Switching,5084,-0.17247662037277012
Risk-Aware Regime Switching,5085,-0.2949982463666809
Risk-Aware Regime Switching,5086,-0.1681398498013903
Risk-Aware Regime Switching,5087,-0.24263034841346964
Risk-Aware Regime Switching,5088,-0.3726480327063565
Risk-Aware Regime Switching,5089,-0.39442740287212963
Risk-Aware Regime Switching,5090,-0.1735921817728323
Risk-Aware Regime Switching,5091,-0.26342742979226463
Risk-Aware Regime Switching,5092,-0.33314450386618477
Risk-Aware Regime Switching,5093,-0.2314422881707262
Risk-Aware Regime Switching,5094,-0.42855835087583716
Risk-Aware Regime Switching,5095,-0.17041663653375627
Risk-Aware Regime Switching,5096,-0.22329032594038778
Risk-Aware Regime Switching,5097,-0.272820834214336
Risk-Aware Regime Switching,5098,-0.35805123577026177
Risk-Aware Regime Switching,5099,-0.35849753180285393
Risk-Aware Regime Switching,5100,-0.3583258996083807
Risk-Aware Regime Switching,5101,-0.21823133022296792
Risk-Aware Regime Switching,5102,-0.2264773596191043
Risk-Aware Regime Switching,5103,-0.340952423532356
Risk-Aware Regime Switching,5104,-0.31482104837501146
Risk-Aware Regime Switching,5105,-0.2176049738751571
Risk-Aware Regime Switching,5106,-0.3597655110435136
Risk-Aware Regime Switching,5107,-0.1963789345103677
Risk-Aware Regime Switching,5108,-0.2569658160932703
Risk-Aware Regime Switching,5109,-0.18633735785518346
Risk-Aware Regime Switching,5110,-0.15343080098586648
Risk-Aware Regime Switching,5111,-0.15458715196673745
Risk-Aware Regime Switching,5112,-0.18075500370326691
Risk-Aware Regime Switching,5113,-0.13269962227331444
Risk-Aware Regime Switching,5114,-0.12881405298000548
Risk-Aware Regime Switching,5115,-0.2641202515039712
Risk-Aware Regime Switching,5116,-0.4139082930189286
Risk-Aware Regime Switching,5117,-0.11908793312705357
Risk-Aware Regime Switching,5118,-0.18195747099751003
Risk-Aware Regime Switching,5119,-0.2574520339231241
Risk-Aware Regime Switching,5120,-0.1725026104764762
Risk-Aware Regime Switching,5121,-0.17784355361609605
Risk-Aware Regime Switching,5122,-0.17064078473017685
Risk-Aware Regime Switching,5123,-0.17912724986218342
Risk-Aware Regime Switching,5124,-0.3017540656013107
Risk-Aware Regime Switching,5125,-0.30290140686558376
Risk-Aware Regime Switching,5126,-0.18628093584070027
Risk-Aware Regime Switching,5127,-0.24954546554622092
Risk-Aware Regime Switching,5128,-0.2270825831877653
Risk-Aware Regime Switching,5129,-0.24232304133045324
Risk-Aware Regime Switching,5130,-0.3703307640049709
Risk-Aware Regime Switching,5131,-0.201262243759029
Risk-Aware Regime Switching,5132,-0.12897031967118255
Risk-Aware Regime Switching,5133,-0.156221288077652
Risk-Aware Regime Switching,5134,-0.15451253676109378
