,Total Return,Annualized Return,Annualized Volatility,Sharpe Ratio,Maximum Drawdown,VaR (95%)
Risk-Aware Regime Switching,-0.020082281149266135,-0.03915231979551481,0.23476794147458122,-0.44363944728284627,-0.2107400333802878,-0.02704035006582811
